wall_clock,board_ms,seq,board_drops,pc_gaps,board_bad,board_miss,board_dspmax_us,srv_bad,free_heap,marker,event
17:21:48,1125017,0,56359,56359,0,0,0,0,174784,0,
17:21:49,1126020,0,56359,56359,0,0,0,0,167400,0,
17:21:50,1127022,0,56359,56359,0,0,0,0,175132,0,
17:21:51,1128024,0,56359,56359,0,0,0,0,176716,0,
17:21:52,1129026,0,56359,56359,0,0,0,0,175132,0,
17:21:53,1130028,0,56359,56359,0,0,0,0,161604,0,
17:21:54,1131034,0,56359,56359,0,0,0,0,174784,0,
17:21:55,1132036,0,56359,56359,0,0,0,0,175132,0,
17:21:56,1133039,0,56359,56359,0,0,0,0,175132,0,
17:21:57,1134041,0,56359,56359,0,0,0,0,173548,0,
17:21:58,1135042,0,56359,56359,0,0,0,0,173548,0,
17:21:59,1136045,0,56359,56359,0,0,0,0,173200,0,
17:22:00,1137046,0,56359,56359,0,0,0,0,176708,0,
17:22:01,1138049,0,56359,56359,0,0,0,0,173548,0,
17:22:02,1139051,0,56359,56359,0,0,0,0,173548,0,
17:22:03,1140054,0,56359,56359,0,0,0,0,165468,0,
17:22:04,1141055,0,56359,56359,0,0,0,0,176716,0,
17:22:05,1142058,0,56359,56359,0,0,0,0,175132,0,
17:22:06,1143059,0,56359,56359,0,0,0,0,173200,0,
17:22:07,1144061,0,56359,56359,0,0,0,0,175132,0,
17:22:08,1145062,0,56359,56359,0,0,0,0,175132,0,
17:22:09,1146063,0,56359,56359,0,0,0,0,176716,0,
17:22:10,1147064,0,56359,56359,0,0,0,0,175140,0,
17:22:11,1148065,0,56359,56359,0,0,0,0,176716,0,
17:22:12,1149067,0,56359,56359,0,0,0,0,175132,0,
17:22:13,1150068,0,56359,56359,0,0,0,0,176716,0,
17:22:14,1151070,0,56359,56359,0,0,0,0,175132,0,
17:22:15,1152072,0,56359,56359,0,0,0,0,176716,0,
17:22:16,1153073,0,56359,56359,0,0,0,0,175132,0,
17:22:17,1154074,0,56359,56359,0,0,0,0,176720,0,
17:22:18,1155077,0,56359,56359,0,0,0,0,176716,0,
17:22:19,1156078,0,56359,56359,0,0,0,0,175132,0,
17:22:20,1157079,0,56359,56359,0,0,0,0,176724,0,
17:22:21,1158080,0,56359,56359,0,0,0,0,172848,0,
17:22:22,1159081,0,56359,56359,0,0,0,0,170572,0,
17:22:23,1159081,0,56359,56359,0,0,0,0,170572,0,marker
17:22:23,1160083,0,56359,56359,0,0,0,0,173680,0,
17:22:24,1161085,0,56359,56359,0,0,0,0,175272,0,
17:22:25,1162087,0,56359,56359,0,0,0,0,173680,0,
17:22:26,1163088,0,56359,56359,0,0,0,0,172096,0,
17:22:27,1164090,0,56359,56359,0,0,0,0,171744,0,
17:22:28,1165091,0,56359,56359,0,0,0,0,173680,0,
17:22:29,1166093,0,56359,56359,0,0,0,0,173332,0,
17:22:30,1167095,0,56359,56359,0,0,0,0,171748,0,
17:22:31,1168098,0,56359,56359,0,0,0,0,173680,0,
17:22:32,1169100,0,56359,56359,0,0,0,0,173680,0,
17:22:33,1170102,0,56359,56359,0,0,0,0,175264,0,
17:22:34,1171104,0,56359,56359,0,0,0,0,173680,0,
17:22:35,1172106,0,56359,56359,0,0,0,0,172096,0,
17:22:36,1173109,0,56359,56359,0,0,0,0,169464,0,
17:22:37,1174110,0,56359,56359,0,0,0,0,175272,0,
17:22:38,1175112,0,56359,56359,0,0,0,0,173680,0,
17:22:39,1176115,0,56359,56359,0,0,0,0,173332,0,
17:22:40,1177118,0,56359,56359,0,0,0,0,173336,0,
17:22:41,1178119,0,56359,56359,0,0,0,0,171748,0,
17:22:42,1179122,0,56359,56359,0,0,0,0,173680,0,
17:22:43,1180124,0,56359,56359,0,0,0,0,172096,0,
17:22:44,1181126,0,56359,56359,0,0,0,0,171748,0,
17:22:45,1182128,0,56359,56359,0,0,0,0,173332,0,
17:22:46,1183130,0,56359,56359,0,0,0,0,171748,0,
17:22:47,1184133,0,56359,56359,0,0,0,0,173680,0,
17:22:48,1185134,0,56359,56359,0,0,0,0,172096,0,
17:22:49,1186136,0,56359,56359,0,0,0,0,173680,0,
17:22:50,1187137,0,56359,56359,0,0,0,0,172096,0,
17:22:51,1188139,0,56359,56359,0,0,0,0,173680,0,
17:22:52,1189140,0,56359,56359,0,0,0,0,175264,0,
17:22:53,1190143,0,56359,56359,0,0,0,0,172096,0,
17:22:54,1191145,0,56359,56359,0,0,0,0,173680,0,
17:22:54,1191145,21,56359,56359,0,0,0,0,173680,21,marker
17:22:55,1191145,0,56359,56359,0,0,0,0,173680,0,marker
17:22:55,1192148,0,56359,56359,0,0,0,0,173680,0,
17:22:56,1193150,0,56359,56359,0,0,0,0,175264,0,
17:22:57,1194151,0,56359,56359,0,0,0,0,173680,0,
17:22:58,1195153,0,56359,56359,0,0,0,0,175272,0,
17:22:59,1196154,0,56359,56359,0,0,0,0,173680,0,
17:23:00,1197156,0,56359,56359,0,0,0,0,175264,0,
17:23:01,1198157,0,56359,56359,0,0,0,0,175264,0,
17:23:02,1199159,0,56359,56359,0,0,0,0,173680,0,
17:23:03,1200160,0,56359,56359,0,0,0,0,175264,0,
17:23:04,1201161,0,56359,56359,0,0,0,0,173680,0,
17:23:05,1202162,0,56359,56359,0,0,0,0,175264,0,
17:23:07,1203165,0,56359,56359,0,0,0,0,173332,0,
17:23:07,1204168,0,56359,56359,0,0,0,0,173332,0,
17:23:08,1204168,30,56359,56359,0,0,0,0,173332,30,marker
17:23:08,1204168,0,56359,56359,0,0,0,0,173332,0,marker
17:23:08,1205171,0,56359,56359,0,0,0,0,173680,0,
17:23:09,1206173,0,56359,56359,0,0,0,0,173680,0,
17:23:10,1207175,0,56359,56359,0,0,0,0,171748,0,
17:23:11,1207175,21,56359,56359,0,0,0,0,171748,21,marker
17:23:11,1208178,0,56359,56359,0,0,0,0,172096,0,
17:23:12,1209180,0,56359,56359,0,0,0,0,173676,0,
17:23:13,1210181,0,56359,56359,0,0,0,0,175264,0,
